kolesa_id,body_type,img_filename,target
222889931,Кроссовер,222889931.webp,1
218331148,Седан,218331148.webp,0
222356157,Седан,222356157.webp,0
222452624,Седан,222452624.webp,0
217979148,Седан,217979148.webp,0
222408319,Седан,222408319.webp,0
221310367,Кроссовер,221310367.webp,1
215805244,Седан,215805244.webp,0
222415033,Кроссовер,222415033.webp,1
222040153,Кроссовер,222040153.webp,1
216454184,Внедорожник,216454184.webp,1
221965105,Кроссовер,221965105.webp,1
222365754,Седан,222365754.webp,0
221884213,Внедорожник,221884213.webp,1
221847587,Седан,221847587.webp,0
221671378,Седан,221671378.webp,0
221692674,Седан,221692674.webp,0
221064141,Седан,221064141.webp,0
222164225,Седан,222164225.webp,0
218373703,Кроссовер,218373703.webp,1
221337363,Седан,221337363.webp,0
222175684,Седан,222175684.webp,0
222146322,Кроссовер,222146322.webp,1
222422191,Седан,222422191.webp,0
221854051,Седан,221854051.webp,0
222265891,Седан,222265891.webp,0
222263652,Седан,222263652.webp,0
222301790,Седан,222301790.webp,0
220200806,Седан,220200806.webp,0
221671142,Седан,221671142.webp,0
219661480,Седан,219661480.webp,0
214335323,Седан,214335323.webp,0
222264686,Седан,222264686.webp,0
222250958,Седан,222250958.webp,0
222295277,Седан,222295277.webp,0
222423052,Седан,222423052.webp,0
222418646,Седан,222418646.webp,0
221889439,Седан,221889439.webp,0
219569417,Седан,219569417.webp,0
219386947,Седан,219386947.webp,0
222445479,Седан,222445479.webp,0
222432216,Седан,222432216.webp,0
222425757,Седан,222425757.webp,0
221573854,Внедорожник,221573854.webp,1
221979891,Седан,221979891.webp,0
220155206,Седан,220155206.webp,0
220547953,Кроссовер,220547953.webp,1
222392951,Седан,222392951.webp,0
222077920,Седан,222077920.webp,0
221601484,Седан,221601484.webp,0
221950107,Седан,221950107.webp,0
222386223,Седан,222386223.webp,0
222315080,Седан,222315080.webp,0
222302038,Внедорожник,222302038.webp,1
201924002,Седан,201924002.webp,0
167900978,Кроссовер,167900978.webp,1
219429313,Кроссовер,219429313.webp,1
222860327,Внедорожник,222860327.webp,1
220937031,Кроссовер,220937031.webp,1
216718617,Седан,216718617.webp,0
208187007,Седан,208187007.webp,0
222858677,Кроссовер,222858677.webp,1
219643811,Седан,219643811.webp,0
201327950,Седан,201327950.webp,0
212247321,Внедорожник,212247321.webp,1
222857027,Кроссовер,222857027.webp,1
219457360,Седан,219457360.webp,0
222857670,Седан,222857670.webp,0
222125318,Внедорожник,222125318.webp,1
203883583,Внедорожник,203883583.webp,1
217409228,Седан,217409228.webp,0
222193463,Седан,222193463.webp,0
222856627,Седан,222856627.webp,0
166806488,Седан,166806488.webp,0
205797864,Седан,205797864.webp,0
222855093,Седан,222855093.webp,0
222855260,Седан,222855260.webp,0
222854644,Кроссовер,222854644.webp,1
222192779,Кроссовер,222192779.webp,1
222854186,Седан,222854186.webp,0
222853921,Внедорожник,222853921.webp,1
216432117,Кроссовер,216432117.webp,1
206908252,Седан,206908252.webp,0
215986385,Седан,215986385.webp,0
220481422,Кроссовер,220481422.webp,1
222851759,Седан,222851759.webp,0
222852063,Кроссовер,222852063.webp,1
207533750,Седан,207533750.webp,0
201307035,Внедорожник,201307035.webp,1
222850628,Седан,222850628.webp,0
164897434,Седан,164897434.webp,0
222851306,Кроссовер,222851306.webp,1
222850580,Седан,222850580.webp,0
222850461,Кроссовер,222850461.webp,1
220554730,Седан,220554730.webp,0
222849143,Седан,222849143.webp,0
214166378,Внедорожник,214166378.webp,1
222849797,Внедорожник,222849797.webp,1
219740315,Внедорожник,219740315.webp,1
222849368,Кроссовер,222849368.webp,1
222847901,Кроссовер,222847901.webp,1
222848869,Внедорожник,222848869.webp,1
222847450,Кроссовер,222847450.webp,1
219615765,Седан,219615765.webp,0
222844117,Внедорожник,222844117.webp,1
221871505,Кроссовер,221871505.webp,1
190547791,Кроссовер,190547791.webp,1
175627210,Кроссовер,175627210.webp,1
222846427,Внедорожник,222846427.webp,1
222752207,Кроссовер,222752207.webp,1
222845588,Кроссовер,222845588.webp,1
194189382,Внедорожник,194189382.webp,1
205782602,Седан,205782602.webp,0
221400243,Седан,221400243.webp,0
191693739,Кроссовер,191693739.webp,1
215812451,Седан,215812451.webp,0
217137735,Внедорожник,217137735.webp,1
222843634,Внедорожник,222843634.webp,1
218664603,Внедорожник,218664603.webp,1
222843094,Седан,222843094.webp,0
221172042,Кроссовер,221172042.webp,1
215218031,Внедорожник,215218031.webp,1
199646113,Седан,199646113.webp,0
218394512,Внедорожник,218394512.webp,1
222842291,Кроссовер,222842291.webp,1
222842276,Седан,222842276.webp,0
222842024,Седан,222842024.webp,0
222841984,Кроссовер,222841984.webp,1
219115388,Внедорожник,219115388.webp,1
222841512,Седан,222841512.webp,0
222841068,Седан,222841068.webp,0
222841467,Внедорожник,222841467.webp,1
215963049,Кроссовер,215963049.webp,1
218142419,Внедорожник,218142419.webp,1
222841374,Седан,222841374.webp,0
193996599,Седан,193996599.webp,0
222839460,Кроссовер,222839460.webp,1
222840381,Внедорожник,222840381.webp,1
216961910,Седан,216961910.webp,0
211254139,Кроссовер,211254139.webp,1
190850633,Седан,190850633.webp,0
211716773,Кроссовер,211716773.webp,1
217961856,Седан,217961856.webp,0
220033853,Кроссовер,220033853.webp,1
218701905,Кроссовер,218701905.webp,1
215571753,Кроссовер,215571753.webp,1
138053242,Кроссовер,138053242.webp,1
219249359,Внедорожник,219249359.webp,1
221573860,Седан,221573860.webp,0
222838854,Кроссовер,222838854.webp,1
172231617,Кроссовер,172231617.webp,1
222837408,Седан,222837408.webp,0
219829883,Седан,219829883.webp,0
222837630,Седан,222837630.webp,0
221225172,Седан,221225172.webp,0
219235606,Седан,219235606.webp,0
222837194,Внедорожник,222837194.webp,1
172899115,Седан,172899115.webp,0
209489539,Внедорожник,209489539.webp,1
222836638,Кроссовер,222836638.webp,1
222835807,Седан,222835807.webp,0
222835629,Седан,222835629.webp,0
222835762,Кроссовер,222835762.webp,1
214481846,Внедорожник,214481846.webp,1
184212367,Внедорожник,184212367.webp,1
222835026,Внедорожник,222835026.webp,1
221601142,Седан,221601142.webp,0
222835023,Внедорожник,222835023.webp,1
220126438,Внедорожник,220126438.webp,1
222834339,Седан,222834339.webp,0
218770781,Седан,218770781.webp,0
208057260,Внедорожник,208057260.webp,1
182720532,Седан,182720532.webp,0
201069957,Внедорожник,201069957.webp,1
221791045,Седан,221791045.webp,0
222165556,Кроссовер,222165556.webp,1
222832180,Седан,222832180.webp,0
218502573,Внедорожник,218502573.webp,1
201668932,Внедорожник,201668932.webp,1
220587979,Седан,220587979.webp,0
222830606,Кроссовер,222830606.webp,1
222268946,Внедорожник,222268946.webp,1
220980331,Седан,220980331.webp,0
173668402,Кроссовер,173668402.webp,1
222290216,Внедорожник,222290216.webp,1
209669383,Седан,209669383.webp,0
201195263,Кроссовер,201195263.webp,1
215397178,Кроссовер,215397178.webp,1
213826614,Седан,213826614.webp,0
214083712,Седан,214083712.webp,0
219974474,Седан,219974474.webp,0
222829136,Кроссовер,222829136.webp,1
221508325,Седан,221508325.webp,0
218589540,Седан,218589540.webp,0
215985053,Внедорожник,215985053.webp,1
211513124,Внедорожник,211513124.webp,1
216430024,Седан,216430024.webp,0
220696189,Седан,220696189.webp,0
213353040,Кроссовер,213353040.webp,1
214378320,Седан,214378320.webp,0
213529430,Седан,213529430.webp,0
222267617,Седан,222267617.webp,0
210152049,Седан,210152049.webp,0
203741227,Седан,203741227.webp,0
221370098,Седан,221370098.webp,0
221105329,Седан,221105329.webp,0
221625996,Седан,221625996.webp,0
219418263,Седан,219418263.webp,0
222379986,Седан,222379986.webp,0
222380675,Седан,222380675.webp,0
222377763,Внедорожник,222377763.webp,1
222355974,Седан,222355974.webp,0
222352085,Седан,222352085.webp,0
221912504,Внедорожник,221912504.webp,1
221203943,Седан,221203943.webp,0
217955448,Внедорожник,217955448.webp,1
222211169,Седан,222211169.webp,0
219839297,Седан,219839297.webp,0
216902487,Седан,216902487.webp,0
221401650,Седан,221401650.webp,0
220595576,Седан,220595576.webp,0
221893905,Кроссовер,221893905.webp,1
221067950,Седан,221067950.webp,0
218636183,Седан,218636183.webp,0
222183890,Седан,222183890.webp,0
222155395,Седан,222155395.webp,0
222154705,Седан,222154705.webp,0
220662373,Седан,220662373.webp,0
204594867,Седан,204594867.webp,0
222087750,Седан,222087750.webp,0
222323164,Седан,222323164.webp,0
217011445,Седан,217011445.webp,0
216475689,Внедорожник,216475689.webp,1
144739425,Седан,144739425.webp,0
221486880,Седан,221486880.webp,0
221402947,Седан,221402947.webp,0
221366914,Седан,221366914.webp,0
221965899,Седан,221965899.webp,0
220632492,Седан,220632492.webp,0
221254374,Седан,221254374.webp,0
221813663,Седан,221813663.webp,0
220234322,Кроссовер,220234322.webp,1
222389967,Седан,222389967.webp,0
214528489,Седан,214528489.webp,0
210018331,Седан,210018331.webp,0
197914673,Седан,197914673.webp,0
216104319,Седан,216104319.webp,0
220326575,Седан,220326575.webp,0
221861846,Внедорожник,221861846.webp,1
215833745,Кроссовер,215833745.webp,1
221829640,Внедорожник,221829640.webp,1
221799475,Седан,221799475.webp,0
220655606,Седан,220655606.webp,0
218473266,Седан,218473266.webp,0
222146499,Седан,222146499.webp,0
222365776,Седан,222365776.webp,0
222353533,Кроссовер,222353533.webp,1
222334067,Седан,222334067.webp,0
222341981,Седан,222341981.webp,0
220231943,Седан,220231943.webp,0
221167927,Седан,221167927.webp,0
219577373,Седан,219577373.webp,0
198271471,Кроссовер,198271471.webp,1
220999607,Седан,220999607.webp,0
221745785,Седан,221745785.webp,0
219233896,Седан,219233896.webp,0
166160840,Кроссовер,166160840.webp,1
221946034,Седан,221946034.webp,0
217403315,Седан,217403315.webp,0
168294905,Седан,168294905.webp,0
222310356,Кроссовер,222310356.webp,1
218501957,Седан,218501957.webp,0
217413016,Кроссовер,217413016.webp,1
218562075,Седан,218562075.webp,0
214877030,Седан,214877030.webp,0
222391356,Седан,222391356.webp,0
221386033,Седан,221386033.webp,0
221364102,Седан,221364102.webp,0
220094577,Седан,220094577.webp,0
222238721,Кроссовер,222238721.webp,1
212506512,Внедорожник,212506512.webp,1
218840386,Седан,218840386.webp,0
184690163,Седан,184690163.webp,0
221983176,Кроссовер,221983176.webp,1
222260920,Седан,222260920.webp,0
199889164,Кроссовер,199889164.webp,1
220044070,Седан,220044070.webp,0
170979930,Кроссовер,170979930.webp,1
219544274,Кроссовер,219544274.webp,1
220615550,Седан,220615550.webp,0
220001676,Седан,220001676.webp,0
221967642,Седан,221967642.webp,0
192240796,Седан,192240796.webp,0
221786111,Седан,221786111.webp,0
204055732,Седан,204055732.webp,0
194159813,Седан,194159813.webp,0
217796456,Седан,217796456.webp,0
210387037,Кроссовер,210387037.webp,1
222039868,Седан,222039868.webp,0
221265990,Седан,221265990.webp,0
221296315,Седан,221296315.webp,0
222090849,Кроссовер,222090849.webp,1
220888823,Кроссовер,220888823.webp,1
210673287,Кроссовер,210673287.webp,1
215965500,Седан,215965500.webp,0
221897595,Кроссовер,221897595.webp,1
220738807,Кроссовер,220738807.webp,1
221870791,Кроссовер,221870791.webp,1
222198732,Седан,222198732.webp,0
219535598,Седан,219535598.webp,0
221824896,Кроссовер,221824896.webp,1
216958037,Кроссовер,216958037.webp,1
222129908,Седан,222129908.webp,0
222073732,Кроссовер,222073732.webp,1
222381735,Седан,222381735.webp,0
217751177,Внедорожник,217751177.webp,1
175030787,Внедорожник,175030787.webp,1
185280097,Седан,185280097.webp,0
222324369,Внедорожник,222324369.webp,1
222285580,Внедорожник,222285580.webp,1
221699673,Седан,221699673.webp,0
222224030,Внедорожник,222224030.webp,1
205354635,Седан,205354635.webp,0
222008518,Седан,222008518.webp,0
210849847,Седан,210849847.webp,0
184010319,Внедорожник,184010319.webp,1
218833697,Седан,218833697.webp,0
221486753,Седан,221486753.webp,0
222086731,Седан,222086731.webp,0
222064842,Седан,222064842.webp,0
221321416,Седан,221321416.webp,0
218613150,Седан,218613150.webp,0
222034190,Седан,222034190.webp,0
221159630,Седан,221159630.webp,0
221103378,Седан,221103378.webp,0
222380100,Внедорожник,222380100.webp,1
222377619,Кроссовер,222377619.webp,1
217812244,Внедорожник,217812244.webp,1
222367472,Седан,222367472.webp,0
200713430,Внедорожник,200713430.webp,1
221535382,Седан,221535382.webp,0
221011360,Седан,221011360.webp,0
220263718,Внедорожник,220263718.webp,1
220533018,Внедорожник,220533018.webp,1
199993010,Кроссовер,199993010.webp,1
220657385,Внедорожник,220657385.webp,1
205736891,Внедорожник,205736891.webp,1
222875056,Седан,222875056.webp,0
222877441,Седан,222877441.webp,0
222870572,Седан,222870572.webp,0
215890642,Седан,215890642.webp,0
218032378,Седан,218032378.webp,0
222861701,Кроссовер,222861701.webp,1
198197613,Седан,198197613.webp,0
219488380,Седан,219488380.webp,0
222859228,Седан,222859228.webp,0
222858460,Седан,222858460.webp,0
219649415,Седан,219649415.webp,0
190104657,Кроссовер,190104657.webp,1
220720150,Седан,220720150.webp,0
221487843,Седан,221487843.webp,0
222857290,Седан,222857290.webp,0
196644836,Седан,196644836.webp,0
219934052,Седан,219934052.webp,0
222856674,Седан,222856674.webp,0
221830512,Седан,221830512.webp,0
222856690,Седан,222856690.webp,0
213772069,Седан,213772069.webp,0
217630393,Седан,217630393.webp,0
222051332,Седан,222051332.webp,0
222013014,Седан,222013014.webp,0
215869357,Седан,215869357.webp,0
211885673,Седан,211885673.webp,0
217634248,Седан,217634248.webp,0
222374716,Седан,222374716.webp,0
222414459,Седан,222414459.webp,0
220555253,Седан,220555253.webp,0
222283138,Седан,222283138.webp,0
222526779,Седан,222526779.webp,0
222595442,Седан,222595442.webp,0
221916065,Седан,221916065.webp,0
221477833,Седан,221477833.webp,0
221387163,Кроссовер,221387163.webp,1
221821450,Седан,221821450.webp,0
220606336,Седан,220606336.webp,0
222589917,Седан,222589917.webp,0
222592261,Седан,222592261.webp,0
218252214,Седан,218252214.webp,0
222535862,Седан,222535862.webp,0
221479750,Седан,221479750.webp,0
222580801,Седан,222580801.webp,0
221773574,Седан,221773574.webp,0
221473738,Седан,221473738.webp,0
222581780,Седан,222581780.webp,0
221902943,Седан,221902943.webp,0
222270139,Седан,222270139.webp,0
222546569,Седан,222546569.webp,0
222469517,Седан,222469517.webp,0
187377457,Седан,187377457.webp,0
221154745,Седан,221154745.webp,0
221928745,Седан,221928745.webp,0
221174305,Седан,221174305.webp,0
220523760,Седан,220523760.webp,0
211377835,Седан,211377835.webp,0
222353851,Седан,222353851.webp,0
222224245,Внедорожник,222224245.webp,1
220151960,Седан,220151960.webp,0
222585286,Седан,222585286.webp,0
188719432,Седан,188719432.webp,0
222560112,Седан,222560112.webp,0
221974954,Кроссовер,221974954.webp,1
222495267,Седан,222495267.webp,0
211248908,Седан,211248908.webp,0
221468931,Седан,221468931.webp,0
221138723,Седан,221138723.webp,0
221623439,Седан,221623439.webp,0
222306471,Седан,222306471.webp,0
222511296,Седан,222511296.webp,0
221453231,Седан,221453231.webp,0
222511969,Седан,222511969.webp,0
222511752,Седан,222511752.webp,0
221711228,Кроссовер,221711228.webp,1
222542210,Седан,222542210.webp,0
222530938,Седан,222530938.webp,0
222537552,Седан,222537552.webp,0
222426462,Седан,222426462.webp,0
214396730,Седан,214396730.webp,0
222425473,Кроссовер,222425473.webp,1
220043643,Кроссовер,220043643.webp,1
216435269,Седан,216435269.webp,0
221709993,Седан,221709993.webp,0
221336596,Кроссовер,221336596.webp,1
214917663,Седан,214917663.webp,0
222182245,Кроссовер,222182245.webp,1
221914520,Седан,221914520.webp,0
222306470,Кроссовер,222306470.webp,1
221907695,Седан,221907695.webp,0
213922267,Кроссовер,213922267.webp,1
222416579,Седан,222416579.webp,0
185198718,Седан,185198718.webp,0
211753292,Седан,211753292.webp,0
221695732,Седан,221695732.webp,0
222218932,Кроссовер,222218932.webp,1
222074955,Седан,222074955.webp,0
219056457,Седан,219056457.webp,0
221864161,Кроссовер,221864161.webp,1
222350712,Кроссовер,222350712.webp,1
221726270,Кроссовер,221726270.webp,1
220588686,Кроссовер,220588686.webp,1
222100405,Кроссовер,222100405.webp,1
221287725,Седан,221287725.webp,0
222273201,Кроссовер,222273201.webp,1
222256873,Седан,222256873.webp,0
169000431,Кроссовер,169000431.webp,1
222217022,Седан,222217022.webp,0
216829556,Седан,216829556.webp,0
215790070,Седан,215790070.webp,0
213106473,Седан,213106473.webp,0
219392856,Седан,219392856.webp,0
222663483,Седан,222663483.webp,0
222663339,Седан,222663339.webp,0
216968754,Седан,216968754.webp,0
201174633,Седан,201174633.webp,0
222662104,Седан,222662104.webp,0
219030182,Седан,219030182.webp,0
222533249,Седан,222533249.webp,0
217419165,Седан,217419165.webp,0
221593670,Седан,221593670.webp,0
220006127,Седан,220006127.webp,0
221554049,Седан,221554049.webp,0
206220252,Кроссовер,206220252.webp,1
215749689,Седан,215749689.webp,0
222227901,Седан,222227901.webp,0
221293023,Кроссовер,221293023.webp,1
214160013,Седан,214160013.webp,0
222659619,Кроссовер,222659619.webp,1
220122844,Кроссовер,220122844.webp,1
222659756,Седан,222659756.webp,0
221593042,Седан,221593042.webp,0
220200603,Седан,220200603.webp,0
220559910,Седан,220559910.webp,0
221329698,Кроссовер,221329698.webp,1
222591652,Кроссовер,222591652.webp,1
222284302,Седан,222284302.webp,0
221082332,Седан,221082332.webp,0
222387088,Седан,222387088.webp,0
221660668,Седан,221660668.webp,0
221587295,Кроссовер,221587295.webp,1
220657672,Седан,220657672.webp,0
220707504,Седан,220707504.webp,0
220577726,Седан,220577726.webp,0
220047765,Седан,220047765.webp,0
221497200,Кроссовер,221497200.webp,1
221891784,Кроссовер,221891784.webp,1
221811582,Седан,221811582.webp,0
215228200,Седан,215228200.webp,0
220572193,Седан,220572193.webp,0
217653290,Седан,217653290.webp,0
215155405,Седан,215155405.webp,0
215591806,Кроссовер,215591806.webp,1
222109306,Седан,222109306.webp,0
220135275,Кроссовер,220135275.webp,1
219035052,Кроссовер,219035052.webp,1
175634718,Седан,175634718.webp,0
221965564,Седан,221965564.webp,0
221939216,Кроссовер,221939216.webp,1
222656938,Кроссовер,222656938.webp,1
221787199,Седан,221787199.webp,0
222569017,Седан,222569017.webp,0
222656727,Седан,222656727.webp,0
221786933,Кроссовер,221786933.webp,1
221589854,Седан,221589854.webp,0
221589063,Седан,221589063.webp,0
222312438,Седан,222312438.webp,0
216861839,Кроссовер,216861839.webp,1
222656135,Седан,222656135.webp,0
214232281,Седан,214232281.webp,0
222128013,Седан,222128013.webp,0
221980818,Седан,221980818.webp,0
220998213,Кроссовер,220998213.webp,1
211751484,Седан,211751484.webp,0
201390305,Кроссовер,201390305.webp,1
211114523,Кроссовер,211114523.webp,1
209576552,Седан,209576552.webp,0
222309950,Седан,222309950.webp,0
218807279,Седан,218807279.webp,0
220668057,Кроссовер,220668057.webp,1
192655255,Седан,192655255.webp,0
222273787,Седан,222273787.webp,0
221236800,Седан,221236800.webp,0
222248772,Седан,222248772.webp,0
221184380,Седан,221184380.webp,0
220372880,Кроссовер,220372880.webp,1
210607709,Кроссовер,210607709.webp,1
222193558,Седан,222193558.webp,0
222186596,Седан,222186596.webp,0
222105276,Седан,222105276.webp,0
222065862,Кроссовер,222065862.webp,1
216848774,Кроссовер,216848774.webp,1
221995296,Седан,221995296.webp,0
221987146,Седан,221987146.webp,0
215522316,Седан,215522316.webp,0
221874018,Седан,221874018.webp,0
221801526,Седан,221801526.webp,0
221791128,Кроссовер,221791128.webp,1
208580730,Седан,208580730.webp,0
222361211,Кроссовер,222361211.webp,1
195733388,Кроссовер,195733388.webp,1
222067740,Седан,222067740.webp,0
219757378,Седан,219757378.webp,0
210530803,Кроссовер,210530803.webp,1
217485386,Седан,217485386.webp,0
217820242,Кроссовер,217820242.webp,1
222451992,Седан,222451992.webp,0
211227277,Седан,211227277.webp,0
221926843,Седан,221926843.webp,0
222578229,Седан,222578229.webp,0
219714175,Седан,219714175.webp,0
222695775,Седан,222695775.webp,0
222694771,Седан,222694771.webp,0
221281283,Седан,221281283.webp,0
222693455,Седан,222693455.webp,0
221287474,Седан,221287474.webp,0
173975280,Седан,173975280.webp,0
222689710,Седан,222689710.webp,0
222689747,Седан,222689747.webp,0
222647410,Седан,222647410.webp,0
222688147,Седан,222688147.webp,0
222688055,Седан,222688055.webp,0
222686844,Седан,222686844.webp,0
222685545,Седан,222685545.webp,0
222112790,Седан,222112790.webp,0
222685550,Седан,222685550.webp,0
222685407,Кроссовер,222685407.webp,1
222684496,Седан,222684496.webp,0
222683810,Седан,222683810.webp,0
222682932,Седан,222682932.webp,0
222683700,Седан,222683700.webp,0
216816945,Седан,216816945.webp,0
197429978,Седан,197429978.webp,0
210974389,Кроссовер,210974389.webp,1
222677000,Седан,222677000.webp,0
220089020,Седан,220089020.webp,0
216627821,Седан,216627821.webp,0
222677040,Седан,222677040.webp,0
213288759,Кроссовер,213288759.webp,1
222674719,Седан,222674719.webp,0
222675825,Седан,222675825.webp,0
222675105,Кроссовер,222675105.webp,1
218397306,Седан,218397306.webp,0
222671899,Седан,222671899.webp,0
158656944,Кроссовер,158656944.webp,1
222673093,Седан,222673093.webp,0
219860538,Седан,219860538.webp,0
182187435,Кроссовер,182187435.webp,1
221658215,Кроссовер,221658215.webp,1
222668668,Седан,222668668.webp,0
222668198,Кроссовер,222668198.webp,1
222666481,Седан,222666481.webp,0
219566704,Седан,219566704.webp,0
191572906,Седан,191572906.webp,0
222666725,Седан,222666725.webp,0
219650133,Седан,219650133.webp,0
219648532,Седан,219648532.webp,0
211009325,Седан,211009325.webp,0
219468837,Седан,219468837.webp,0
199924397,Седан,199924397.webp,0
163549865,Кроссовер,163549865.webp,1
221444536,Седан,221444536.webp,0
218091707,Кроссовер,218091707.webp,1
215239411,Кроссовер,215239411.webp,1
218766129,Седан,218766129.webp,0
222161809,Седан,222161809.webp,0
222156967,Седан,222156967.webp,0
215680145,Седан,215680145.webp,0
222058656,Кроссовер,222058656.webp,1
125434421,Кроссовер,125434421.webp,1
181108470,Седан,181108470.webp,0
216693162,Кроссовер,216693162.webp,1
221465684,Седан,221465684.webp,0
221988898,Кроссовер,221988898.webp,1
221936242,Кроссовер,221936242.webp,1
219503495,Седан,219503495.webp,0
216289512,Седан,216289512.webp,0
221799011,Кроссовер,221799011.webp,1
188048127,Кроссовер,188048127.webp,1
222457726,Седан,222457726.webp,0
221632073,Кроссовер,221632073.webp,1
222445980,Кроссовер,222445980.webp,1
219846508,Кроссовер,219846508.webp,1
216868650,Кроссовер,216868650.webp,1
219306354,Седан,219306354.webp,0
222122970,Кроссовер,222122970.webp,1
222272562,Седан,222272562.webp,0
179755543,Кроссовер,179755543.webp,1
222162471,Кроссовер,222162471.webp,1
160402263,Кроссовер,160402263.webp,1
222004938,Кроссовер,222004938.webp,1
220270325,Кроссовер,220270325.webp,1
218358076,Кроссовер,218358076.webp,1
221472871,Седан,221472871.webp,0
211204723,Седан,211204723.webp,0
222449432,Кроссовер,222449432.webp,1
204574806,Кроссовер,204574806.webp,1
197808451,Седан,197808451.webp,0
200544719,Кроссовер,200544719.webp,1
212723184,Кроссовер,212723184.webp,1
221079728,Седан,221079728.webp,0
213619720,Седан,213619720.webp,0
222448715,Седан,222448715.webp,0
217898910,Седан,217898910.webp,0
212848051,Седан,212848051.webp,0
208718208,Седан,208718208.webp,0
174173819,Седан,174173819.webp,0
222156602,Седан,222156602.webp,0
217497408,Внедорожник,217497408.webp,1
222217244,Внедорожник,222217244.webp,1
222911951,Кроссовер,222911951.webp,1
222911737,Седан,222911737.webp,0
221939580,Седан,221939580.webp,0
222910934,Седан,222910934.webp,0
216487895,Седан,216487895.webp,0
162960332,Седан,162960332.webp,0
220434511,Кроссовер,220434511.webp,1
215498708,Седан,215498708.webp,0
222909625,Седан,222909625.webp,0
203825482,Внедорожник,203825482.webp,1
222908809,Седан,222908809.webp,0
221991608,Седан,221991608.webp,0
222908747,Седан,222908747.webp,0
222908915,Кроссовер,222908915.webp,1
214767047,Внедорожник,214767047.webp,1
222907943,Внедорожник,222907943.webp,1
222907912,Седан,222907912.webp,0
211024952,Седан,211024952.webp,0
222134260,Внедорожник,222134260.webp,1
221798688,Седан,221798688.webp,0
222907015,Седан,222907015.webp,0
222907221,Седан,222907221.webp,0
221437507,Седан,221437507.webp,0
222905365,Седан,222905365.webp,0
222903525,Седан,222903525.webp,0
222902811,Седан,222902811.webp,0
209068966,Седан,209068966.webp,0
222902367,Седан,222902367.webp,0
222901473,Седан,222901473.webp,0
222900695,Седан,222900695.webp,0
222907048,Внедорожник,222907048.webp,1
214267159,Седан,214267159.webp,0
218198275,Седан,218198275.webp,0
150391951,Внедорожник,150391951.webp,1
217590933,Кроссовер,217590933.webp,1
222906354,Седан,222906354.webp,0
215232918,Внедорожник,215232918.webp,1
222906164,Внедорожник,222906164.webp,1
187574676,Седан,187574676.webp,0
217517286,Внедорожник,217517286.webp,1
202087285,Кроссовер,202087285.webp,1
222147658,Кроссовер,222147658.webp,1
220583706,Седан,220583706.webp,0
211475885,Седан,211475885.webp,0
222077543,Седан,222077543.webp,0
222313434,Седан,222313434.webp,0
222274242,Седан,222274242.webp,0
219612457,Кроссовер,219612457.webp,1
221482458,Седан,221482458.webp,0
221001034,Седан,221001034.webp,0
218455687,Кроссовер,218455687.webp,1
213713913,Седан,213713913.webp,0
222064766,Кроссовер,222064766.webp,1
220682217,Кроссовер,220682217.webp,1
222020041,Седан,222020041.webp,0
216562699,Кроссовер,216562699.webp,1
222139085,Седан,222139085.webp,0
215817554,Кроссовер,215817554.webp,1
218153223,Кроссовер,218153223.webp,1
221693420,Кроссовер,221693420.webp,1
221225564,Седан,221225564.webp,0
220604949,Седан,220604949.webp,0
219985256,Кроссовер,219985256.webp,1
218533077,Седан,218533077.webp,0
204410621,Седан,204410621.webp,0
216928702,Седан,216928702.webp,0
214511764,Кроссовер,214511764.webp,1
212131394,Кроссовер,212131394.webp,1
222700589,Кроссовер,222700589.webp,1
220352306,Кроссовер,220352306.webp,1
215738574,Седан,215738574.webp,0
215034343,Седан,215034343.webp,0
217431054,Кроссовер,217431054.webp,1
178496303,Кроссовер,178496303.webp,1
222700823,Седан,222700823.webp,0
222700921,Кроссовер,222700921.webp,1
222700766,Седан,222700766.webp,0
222700518,Седан,222700518.webp,0
222171738,Кроссовер,222171738.webp,1
214189249,Седан,214189249.webp,0
193456138,Кроссовер,193456138.webp,1
222700404,Седан,222700404.webp,0
219308509,Седан,219308509.webp,0
153115870,Кроссовер,153115870.webp,1
212710542,Кроссовер,212710542.webp,1
209906757,Седан,209906757.webp,0
209566292,Кроссовер,209566292.webp,1
199001783,Седан,199001783.webp,0
221947651,Седан,221947651.webp,0
210268318,Кроссовер,210268318.webp,1
214842750,Седан,214842750.webp,0
212271455,Седан,212271455.webp,0
220367016,Седан,220367016.webp,0
222698863,Седан,222698863.webp,0
222699231,Седан,222699231.webp,0
222698112,Седан,222698112.webp,0
218074936,Кроссовер,218074936.webp,1
209671384,Кроссовер,209671384.webp,1
222697353,Седан,222697353.webp,0
222092112,Кроссовер,222092112.webp,1
198761195,Кроссовер,198761195.webp,1
221936017,Седан,221936017.webp,0
216392617,Седан,216392617.webp,0
220726448,Кроссовер,220726448.webp,1
203770603,Седан,203770603.webp,0
222692542,Седан,222692542.webp,0
221898576,Седан,221898576.webp,0
218730439,Седан,218730439.webp,0
206769448,Седан,206769448.webp,0
216880827,Седан,216880827.webp,0
220369133,Кроссовер,220369133.webp,1
218548139,Седан,218548139.webp,0
220556626,Кроссовер,220556626.webp,1
208797063,Кроссовер,208797063.webp,1
221779620,Кроссовер,221779620.webp,1
216348321,Кроссовер,216348321.webp,1
214333276,Кроссовер,214333276.webp,1
